Month,Taxpayer Number,Taxpayer Name,Taxpayer Address,Taxpayer City,Taxpayer State,Taxpayer Zip Code,Taxpayer County,Outlet Number,Location Name,Location Address,Location City,Location State,Location Zip Code,Location County,Location Room Capacity,Location Tot Room Receipts,Location Taxable Receipts
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00042,110 W LIVE OAK ST,110 W LIVE OAK ST,AUSTIN,TX,78704,227,2,1207.98,1207.98
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00010,1102 UPLAND DR,1102 UPLAND DR,AUSTIN,TX,78741,227,2,2702.2,2702.2
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00081,1105 INLAND GREENS,1105 INLAND GRN,AUSTIN,TX,78758,227,3,0.0,0.0
January,32020711407,"112 ACADEMY, LLC",1402 E CESAR CHAVEZ ST STE 100,AUSTIN,TX,78702,227,00002,"112 ACADEMY, LLC",112 ACADEMY DR,AUSTIN,TX,78704,227,14,157788.07,157788.07
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00043,11301 D K RANCH RD,11301 D K RANCH RD,AUSTIN,TX,78759,227,3,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00109,1200 PAYNE AVE,1200 PAYNE AVE,AUSTIN,TX,78757,227,3,171.43,171.43
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00072,1209 E 31ST,1209 E 31ST ST,AUSTIN,TX,78722,227,3,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00045,1212 GUADALUPE 801,1212 GUADALUPE ST APT 801,AUSTIN,TX,78701,227,1,2270.97,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00179,12222 TANGLEWILD DR,12222 TANGLEWILD DR,AUSTIN,TX,78758,227,3,900.0,900.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00216,12892 PARK DR,12892 PARK DR,AUSTIN,TX,78732,227,3,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00199,1301 E 3RD ST,1301 E 3RD ST,AUSTIN,TX,78702,227,2,971.16,971.16
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00046,1302 DANGURY SQUARE,1302 DANBURY SQ,AUSTIN,TX,78723,227,2,1010.85,1010.85
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00208,1305 E 6TH ST #8,1305 E 6TH ST APT 8,AUSTIN,TX,78702,227,1,872.4,872.4
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00073,1309 W 9 1/2 ST,1309 W 9TH 1/2 ST,AUSTIN,TX,78703,227,3,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00001,13400 FM 1826,13400 FM 1826,AUSTIN,TX,78737,105,4,1928.44,1928.44
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00189,14911 LONGBRANCH DR,14911 LONGBRANCH DR,AUSTIN,TX,78734,227,4,2105.0,2105.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00087,1500 CHOQUETTE,1500 CHOQUETTE DR,AUSTIN,TX,78757,227,3,971.59,971.59
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00190,1506 WEST 34TH STREET,1506 W 34TH ST,AUSTIN,TX,78703,227,3,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00047,1509 TREADWELL B,1509 TREADWELL ST # B,AUSTIN,TX,78704,227,1,531.48,531.48
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00086,1606 E 4TH ST,1606 E 4TH ST,AUSTIN,TX,78702,227,2,551.16,551.16
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00048,1610 MARGARET ST,1610 MARGARET ST,AUSTIN,TX,78704,227,3,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00192,1629 WATERSTON AVE UNIT A,1629 WATERSTON AVE UNIT A,AUSTIN,TX,78703,227,2,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00201,1701 BROOKHAVEN DR,1701 BROOKHAVEN DR,AUSTIN,TX,78704,227,3,958.4,958.4
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00200,17143 ROCKY RIDGE ROAD,17143 ROCKY RIDGE RD,AUSTIN,TX,78734,227,3,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00198,17145 ROCKY RIDGE ROAD,17145 ROCKY RIDGE RD,AUSTIN,TX,78734,227,2,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00049,1802 HOLLY ST,1802 HOLLY ST,AUSTIN,TX,78702,227,2,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00211,1900 WOODLAND AVE,1900 WOODLAND AVE,AUSTIN,TX,78741,227,4,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00224,1904 ANITA DR A,1904 ANITA DR # A,AUSTIN,TX,78704,227,2,984.59,984.59
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00225,1904 ANITA DR A,1904 ANITA DR # A,AUSTIN,TX,78704,227,2,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00206,1904 ANITA DR B,1904 ANITA DR # B,AUSTIN,TX,78704,227,1,1454.04,1454.04
January,32052153940,EMERSON GUEST PROPERTIES LLC,707 JOSEPHINE ST,AUSTIN,TX,78704,227,00016,1919 FARMHOUSE,2703 S 2ND ST,AUSTIN,TX,78704,227,1,1782.0,1782.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00221,2002 ROSEWOOD AVE,2002 ROSEWOOD AVE,AUSTIN,TX,78702,227,5,653.35,653.35
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00212,2007 TRAVIS HEIGHTS BLVD,2007 TRAVIS HEIGHTS BLVD,AUSTIN,TX,78704,227,3,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00050,201 E 4TH ST # 243,201 E 4TH ST APT 243,AUSTIN,TX,78701,227,1,2427.9,2427.9
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00052,201 E 4TH ST # 244,201 E 4TH ST APT 244,AUSTIN,TX,78701,227,3,1798.85,1798.85
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00051,201 E 4TH ST # 246,201 E 4TH ST APT 246,AUSTIN,TX,78701,227,1,2567.25,2567.25
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00085,201 E 4TH ST 249,201 E 4TH ST APT 249,AUSTIN,TX,78701,227,1,3573.95,665.98
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00226,2011 HASKELL ST A,2011 HASKELL ST # A,AUSTIN,TX,78702,227,3,2683.67,2683.67
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00227,2011 HASKELL ST B,2011 HASKELL ST # B,AUSTIN,TX,78702,227,2,260.25,260.25
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00053,202 ATTAYAC ST,202 ATTAYAC ST,AUSTIN,TX,78702,227,2,2652.99,2652.99
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00054,203 LELAND,203 LELAND ST,AUSTIN,TX,78704,227,5,8929.33,8929.33
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00055,205 W ELIZABETH ST,205 W ELIZABETH ST,AUSTIN,TX,78704,227,2,3320.86,3320.86
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00056,2108 B KINNEY AVE,2108B KINNEY AVE,AUSTIN,TX,78704,227,2,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00228,2116 W 12TH ST,2116 W 12TH ST,AUSTIN,TX,78703,227,3,932.71,932.71
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00037,2121 NORTHLAND DR,2121 NORTHLAND DR,AUSTIN,TX,78756,227,2,3106.4,3106.4
January,32052324517,JASON MARTIN,507 SABINE ST APT 1004,AUSTIN,TX,78701,227,00003,2205 SANTA RITA,2205 ANTA RITA STREET,AUSTIN,TX,78702,227,6,3125.0,3125.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00004,2207 E 8TH STREET,2207 E 8TH ST,AUSTIN,TX,78702,227,3,5299.39,5299.39
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00005,2304 FOREST AVE,2304 FOREST AVE,AUSTIN,TX,78704,227,2,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00222,2407 BRYAN ST,2407 BRYAN ST,AUSTIN,TX,78702,227,2,1424.0,1424.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00057,2419 FOREST AVE,2419 FOREST AVE,AUSTIN,TX,78704,227,4,2481.22,2481.22
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00235,2520 LONGVIEW ST #302,2520 LONGVIEW ST STE 302,AUSTIN,TX,78705,227,2,2059.64,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00237,2520 LONGVIEW ST #406,2520 LONGVIEW ST STE 406,AUSTIN,TX,78705,227,2,174.39,174.39
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00215,2602 HIDALGO,2602 HIDALGO ST,AUSTIN,TX,78702,227,1,2961.0,2961.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00229,2716 KINNEY OAKS CT,2716 KINNEY OAKS CT,AUSTIN,TX,78704,227,4,5000.0,5000.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00230,2806 RAE DELL AVE,2806 RAE DELL AVE,AUSTIN,TX,78704,227,3,1200.0,1200.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00058,2908 CEDARVIEW,2908 CEDARVIEW DR,AUSTIN,TX,78704,227,3,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00059,301 E 4TH ST # 337,301 E 4TH ST APT 337,AUSTIN,TX,78701,227,2,2763.74,2763.74
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00006,301 E 4TH STREET #307,301 E 4TH ST APT 307,AUSTIN,TX,78701,227,2,4749.84,4749.84
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00036,301 EAST 4TH STREET #353,301 E 4TH ST APT 353,AUSTIN,TX,78701,227,2,2621.12,2621.12
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00205,3335 FAR VIEW DR,3335 FAR VIEW DR,AUSTIN,TX,78730,227,4,0.0,0.0
January,12023783157,3401 HOTELIERS LP,2000 S INTERSTATE 35 STE Q11,ROUND ROCK,TX,78681,246,00004,3401 HOTELIERS LP,3401 IH35 SOUTH,AUSTIN,TX,78741,227,4,480854.6,457718.27
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00060,3707 MEREDITH ST,3707 MEREDITH ST,AUSTIN,TX,78703,227,4,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00076,3708 MEREDITH,3708 MEREDITH ST,AUSTIN,TX,78703,227,3,1739.17,1739.17
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00193,3708 MEREDITH STREET UNIT A,3708 MEREDITH ST UNIT A,AUSTIN,TX,78703,227,1,1603.0,1603.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00203,3805 TURKEY CREEK DR,3805 TURKEY CREEK DR,AUSTIN,TX,78730,227,6,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00084,4006 AVENUE C UNIT B,4006 AVENUE C APT B,AUSTIN,TX,78751,227,2,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00214,403 ORCHARD ST,403 ORCHARD ST,AUSTIN,TX,78703,227,1,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00061,4209 WILSHIRE,4209 WILSHIRE PKWY,AUSTIN,TX,78722,227,3,845.6,845.6
January,32043492993,AMANDA K CRIBBS,4202 FLAGSTAFF DR,AUSTIN,TX,78759,227,00011,4302 FLAGSTAFF,4302 FLAGSTAFF DR,AUSTIN,TX,78759,227,4,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00231,5001 SHOALWOOD AVE,5001 SHOALWOOD AVE,AUSTIN,TX,78756,227,2,348.3,348.3
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00003,514 BOULDIN AVE,514 BOULDIN AVE,AUSTIN,TX,78704,227,3,3748.27,3748.27
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00064,515 E MONROE,515 E MONROE ST,AUSTIN,TX,78704,227,3,3585.17,3585.17
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00065,5309 VALBURN CIR B,5309 VALBURN CIR # B,AUSTIN,TX,78731,227,2,6167.65,6167.65
January,32051339987,"FLINT ROCK PROPERTY MANAGEMENT, L.L.C.",12117 FM 2244 RD STE 260,BEE CAVE,TX,78738,227,00029,6TH ST,1305 E 6TH ST,AUSTIN,TX,78702,227,1,6625.0,6625.0
January,32052153940,EMERSON GUEST PROPERTIES LLC,707 JOSEPHINE ST,AUSTIN,TX,78704,227,00022,6TH STREET SKYLINE,1106 W 6TH ST APT 205,AUSTIN,TX,78703,227,1,3457.27,3134.27
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00066,603 BARTON BLVD,603 BARTON BLVD,AUSTIN,TX,78704,227,5,5881.56,5881.56
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00194,607 HARTHAN ST,607 HARTHAN ST,AUSTIN,TX,78703,227,3,1461.22,1461.22
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00213,609 HARTHAN ST,609 HARTHAN ST,AUSTIN,TX,78703,227,3,0.0,0.0
January,32054419943,"6101 MESA, LLC",1011 W ANDERSON LN,AUSTIN,TX,78757,227,00002,6103 MESA,1011 W ANDERSON LN,AUSTIN,TX,78757,227,6,16317.56,16317.56
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00067,612 W MONROE ST,612 W MONROE ST,AUSTIN,TX,78704,227,2,3275.37,3275.37
January,32052324517,JASON MARTIN,507 SABINE ST APT 1004,AUSTIN,TX,78701,227,00002,63 LYNN,63 LYNN ST,AUSTIN,TX,78702,227,5,7234.0,7234.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00034,701 ROBERT E. LEE #A,701 ROBERT E LEE RD # A,AUSTIN,TX,78704,227,3,5075.0,5075.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00079,712 JOHANNA B,712 W JOHANNA ST APT B,AUSTIN,TX,78704,227,1,4241.48,4241.48
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00083,7685 NORTHCROSS #808,7685 NORTHCROSS DR UNIT 808,AUSTIN,TX,78757,227,2,1067.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00068,802 S LAMAR,802 S LAMAR BLVD,AUSTIN,TX,78704,227,1,2112.3,2112.3
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00091,805 KING EDWARD PLACE,805 KING EDWARD PL,AUSTIN,TX,78745,227,2,0.0,0.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00197,901 W MARY ST,901 W MARY ST,AUSTIN,TX,78704,227,3,1327.0,1327.0
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00092,905 WEST ANNIE ST,905 W ANNIE ST,AUSTIN,TX,78704,227,2,3505.1,3505.1
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00234,907 E LIVE UNIT 2,907 E LIVE OAK ST # 2,AUSTIN,TX,78704,227,3,1292.83,1292.83
January,32049933412,"TURNKEY VACATION RENTALS, INC.",3006 BEE CAVES RD STE D310,AUSTIN,TX,78746,227,00069,910 DANIEL,910 DANIEL DR,AUSTIN,TX,78704,227,2,1351.31,1351.31
February,32016602719,BHAKTA DAYARAM,2627 MANOR RD,AUSTIN,TX,78722,227,00001,ACE MOTEL,2627 MANOR RD,AUSTIN,TX,78722,227,27,11151.0,9331.0
February,32016658448,SIDNEY CORINNE LOCK,4300 AVENUE G,AUSTIN,TX,78751,227,00005,ADAMS HOUSE BED & BREAKFAST,4300 AVENUE G,AUSTIN,TX,78751,227,3,17231.0,16993.0
February,32043492993,AMANDA K CRIBBS,4202 FLAGSTAFF DR,AUSTIN,TX,78759,227,00007,ALLANDALE RENTALS,1107A BRENTWOOD ST,AUSTIN,TX,78757,227,2,972.0,972.0
February,32043492993,AMANDA K CRIBBS,4202 FLAGSTAFF DR,AUSTIN,TX,78759,227,00009,ALLANDALE RENTALS,11900 ALOE VERA TRL,AUSTIN,TX,78750,246,8,4430.0,4430.0
February,32043492993,AMANDA K CRIBBS,4202 FLAGSTAFF DR,AUSTIN,TX,78759,227,00010,ALLANDALE RENTALS DUPLEX,2200 LANIER DR # B,AUSTIN,TX,78757,227,1,3560.0,0.0
February,32043492993,AMANDA K CRIBBS,4202 FLAGSTAFF DR,AUSTIN,TX,78759,227,00008,ALLANDALE RENTALS/DUPLEX,2200 LANIER DR # A,AUSTIN,TX,78757,227,4,3661.0,413.0
February,32043492993,AMANDA K CRIBBS,4202 FLAGSTAFF DR,AUSTIN,TX,78759,227,00004,ALLENDALE RENTALS,2105 LANIER DR,AUSTIN,TX,78757,227,1,3460.0,3460.0
February,32043492993,AMANDA K CRIBBS,4202 FLAGSTAFF DR,AUSTIN,TX,78759,227,00006,ALLENDALE RENTALS,5010 PLACID PL,AUSTIN,TX,78731,227,1,4596.0,4596.0
February,32024286760,"ALTEMATE REAL ESTATE, LLC",1318 URSULINES AVE,NEW ORLEANS,LA,70116,000,00008,ALTEMATE REAL ESTATE LLC,76 SAN MARCOS ST,AUSTIN,TX,78702,227,1,1568.0,250.0
February,32043492993,AMANDA K CRIBBS,4202 FLAGSTAFF DR,AUSTIN,TX,78759,227,00002,AMANDA K CRIBBS,1906 BELFORD DR,AUSTIN,TX,78757,227,1,4472.0,4472.0
February,32049296356,"AMCO HOTEL & SUITES, INC.",2700 S INTERSTATE 35 STE 100,AUSTIN,TX,78704,227,00001,AMCO HOTEL & SUITES,2700 S INTERSTATE 35,AUSTIN,TX,78704,227,24,36373.0,33123.0
February,17427099472,AMIN DEVELOPMENT CORPORATION,909 E KOENIG LN,AUSTIN,TX,78751,227,00003,AMERICAS BEST VALUE INN,909 E KOENIG LN,AUSTIN,TX,78751,227,88,128215.48,112657.66
February,14320123657,"HPT TRS SPES II, INC.",830 CITY AVE,MOORE,OK,73160,000,00004,AMERISUITES - AF,7522 NORTH IH-35,AUSTIN,TX,78752,227,122,383049.08,350476.91
February,32048209129,ANTHONY BELL,9550 SAVANNAH RIDGE DR UNIT 33,AUSTIN,TX,78726,227,00001,ANTHONY T BELL,13010 WATER LN,AUSTIN,TX,78732,227,6,9540.0,9540.0
February,32043490237,VACATIONCAKE LLC,1709 BLUEBONNET LN,AUSTIN,TX,78704,227,00038,ATOMIC RANCH,5010 GLADEVIEW DR,AUSTIN,TX,78745,227,1,2298.98,1884.98
February,32049981734,"AUSBW MANAGEMENT, INC.",122 MUSKET DR,BASTROP,TX,78602,011,00001,"AUSBW MANAGEMENT, INC.",7601 E BEN WHITE BLVD,AUSTIN,TX,78741,227,8,251368.17,217137.67
February,32033466411,"AUSTIN HOTEL ASSOCIATES, LLC",8100 E 22ND ST N BLDG 500,WICHITA,KS,67226,000,00001,AUSTIN ALOFT,11601 DOMAIN DR,AUSTIN,TX,78758,227,140,550081.37,545778.17
February,32017937718,"AUSTIN AT BEE CAVES REALTY, CORP.",1104 LIPAN TRL,AUSTIN,TX,78733,227,00010,AUSTIN AT BEE CAVES REALTY,17127 ROCKY RIDGE RD,AUSTIN,TX,78734,227,1,0.0,0.0
February,32017937718,"AUSTIN AT BEE CAVES REALTY, CORP.",1104 LIPAN TRL,AUSTIN,TX,78733,227,00038,AUSTIN AT BEE CAVES REALTY,3335 FAR VIEW DR,AUSTIN,TX,78730,227,1,0.0,0.0
February,12039797241,"AUSTIN BED AND BREAKFASTS, LP",611 W 22ND ST,AUSTIN,TX,78705,227,00003,AUSTIN BED AND BREAKFAST,2109 RIO GRANDE ST,AUSTIN,TX,78705,227,9,9208.09,8103.09
February,12035207484,ASHFORD TRS POOL II LLC,14185 DALLAS PKWY STE 1150,DALLAS,TX,75254,057,00003,AUSTIN EMBASSY SUITES,9505 STONELAKE BLVD,AUSTIN,TX,78759,227,150,583290.0,562621.85
February,12039797241,"AUSTIN BED AND BREAKFASTS, LP",611 W 22ND ST,AUSTIN,TX,78705,227,00002,AUSTIN FOLK HOUSE,506 W 22ND ST,AUSTIN,TX,78705,227,9,40657.0,27942.0
February,17425190786,"AUSTIN HILLS ON LAKE TRAVIS, INC.",900 RANCH ROAD 620 S STE C101,LAKEWAY,TX,78734,227,00002,AUSTIN HILLS ON LAKE TRAVIS INC,1003 RANCH RD 620 SO,AUSTIN,TX,78734,227,35,6820.6,3920.6
February,17430027841,"AUSTIN CONVENTION ENTERPRISES, INC.",500 E 4TH ST,AUSTIN,TX,78701,227,00002,AUSTIN HILTON CONVENTION HOTEL,500 E 4TH ST,AUSTIN,TX,78701,227,800,4554363.28,3946117.07
February,12082364162,"NHC-TX102, LLC",6991 E CAMELBACK RD STE B310,SCOTTSDALE,AZ,85251,000,00001,AUSTIN LONE STAR RV RESORT,7009 S INTERSTATE 35,AUSTIN,TX,78744,227,11,4194.67,4194.67
February,17525096347,"J P HOBBS, INC.",PO BOX 10897,AUSTIN,TX,78766,227,00004,AUSTIN LUXURY SUITE,8803 TALLWOOD DR,AUSTIN,TX,78759,227,1,0.0,0.0
February,12016274339,ESA P PORTFOLIO OPERATING LESSEE INC.,PO BOX 49550,CHARLOTTE,NC,28277,000,00026,AUSTIN METRO TX-STUDIO PLUS PROPERTIES # 6081,6300 E HIGHWAY 290,AUSTIN,TX,78723,227,86,108417.36,31780.17
February,32047107167,"SAFE JOURNEYS, LLC",PO BOX 40129,AUSTIN,TX,78704,227,00001,AUSTIN MOTEL,1220 S CONGRESS AVE,AUSTIN,TX,78704,227,41,113374.76,111165.2
February,17606186454,AUSTIN JN INVESTMENTS LIMITED PARTNERSHIP,5855 SOVEREIGN DR STE A,HOUSTON,TX,77036,101,00001,AUSTIN MOTOR INN,11400 N IH 35,AUSTIN,TX,78753,227,25,42419.46,25428.4
February,12054400606,"W2007 EQI COLLEGE STATION PARTNERSHIP, L.P.",6011 CONNECTION DR,IRVING,TX,75039,057,00005,AUSTIN NORTH HAMPTON INN,7619 N INTERSTATE 35,AUSTIN,TX,78752,227,121,0.0,0.0
February,32046041649,OM NAMA GANESHAYA CORPORATION,1505 BIG BEND DR,CEDAR PARK,TX,78613,246,00001,AUSTIN SUITES HOTEL,8300 N INTERSTATE 35,AUSTIN,TX,78753,227,214,74010.68,14857.47
February,32010710666,SUNIL ARVINDBHAI NAIK,601 MIDDLE LN,AUSTIN,TX,78753,227,00002,AUSTIN VILLAGE MOTOR INN,601 MIDDLE LN,AUSTIN,TX,78753,227,33,20221.02,7215.25
